fecha_uso;Qhora;OD;EO;ED;LINEA ORIGEN;LINEA DESTINO;t_exp
2024;8:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;31.26
2024;16:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.45
2024;9:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;27.41
2024;7:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;51.36
2024;20:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;7.68
2024;19:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.63
2024;11:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;4.92
2024;13:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;4.64
2024;18:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.57
2024;16:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;7.85
2024;10:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;13.05
2024;10:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;12.66
2024;21:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;10.8
2024;18:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.69
2024;8:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;32.72
2024;6:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;92.43
2024;17:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.69
2024;7:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;111.21
2024;13:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;17.86
2024;14:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;5.23
2024;5:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;116.66
2024;22:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.67
2024;19:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.67
2024;12:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;18.71
2024;14:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;4.39
2024;16:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;5.61
2024;11:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.48
2024;6:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;94.38
2024;17:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.75
2024;21:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;7.34
2024;12:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;24.39
2024;7:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;88.81
2024;13:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.1
2024;15:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.94
2024;19:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;10.4
2024;12:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;19.28
2024;11:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;23.82
2024;20:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;8.07
2024;5:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;91.6
2024;20:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;7.37
2024;10:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.46
2024;10:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;18.77
2024;18:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.69
2024;5:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;67.44
2024;7:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;36.72
2024;12:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.42
2024;10:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;16.01
2024;15:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.85
2024;12:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;14.14
2024;6:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;98.94
2024;14:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;5.21
2024;9:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.36
2024;9:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;21.46
2024;13:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.74
2024;13:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;14.24
2024;8:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;34.36
2024;22:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.68
2024;6:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;118.75
2024;9:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;11.9
2024;11:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;24.65
2024;16:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.45
2024;20:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;9.16
2024;17:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.72
2024;4:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;43.92
2024;16:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.87
2024;17:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;5.14
2024;8:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;28.83
2024;16:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;6.89
2024;4:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;30.65
2024;18:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;6.82
2024;9:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;19.15
2024;11:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;13.32
2024;4:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;29.72
2024;13:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;6.92
2024;11:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;14.22
2024;12:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.05
2024;21:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;3.76
2024;17:00:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;9.52
2024;19:15:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;4.04
2024;14:30:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;1.82
2024;5:45:00;ACEVEDO-AGUACATALA;ACEVEDO;AGUACATALA;A;A;78.57
2024;17:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;5.14
2024;6:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;4.94
2024;6:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;5.93
2024;5:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;2.4
2024;18:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.69
2024;11:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.57
2024;4:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.18
2024;4:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.15
2024;9:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;6.84
2024;13:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.54
2024;13:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.58
2024;6:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;4.79
2024;19:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.84
2024;11:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;4.92
2024;16:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.87
2024;12:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.45
2024;10:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.57
2024;5:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;9.39
2024;9:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;7.93
2024;7:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;7.6
2024;8:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;4.1
2024;7:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;13.8
2024;20:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.84
2024;9:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;5.37
2024;8:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;7.91
2024;11:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;4.43
2024;5:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;6.04
2024;4:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;2.36
2024;14:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;3.64
2024;8:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;5.06
2024;14:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;3.47
2024;7:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;15.7
2024;8:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;9.52
2024;15:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;4.12
2024;12:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;2.75
2024;18:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.79
2024;9:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.33
2024;6:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;17.19
2024;5:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;16.42
2024;19:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;4.17
2024;13:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.64
2024;10:45:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.46
2024;13:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;6.92
2024;7:15:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;12.34
2024;12:30:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.53
2024;12:00:00;ACEVEDO-ALPUJARRA;ACEVEDO;ALPUJARRA;A;A;1.42
2024;20:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;9.59
2024;8:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;26.45
2024;13:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;6.92
2024;16:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.96
2024;6:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;94.38
2024;19:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;6.05
2024;11:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;5.96
2024;13:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;7.91
2024;20:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;4.04
2024;17:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;6.73
2024;15:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;2.06
2024;15:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.94
2024;19:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;6.24
2024;13:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.74
2024;7:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;65.7
2024;7:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;62.86
2024;4:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;25.13
2024;7:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;47.61
2024;11:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.5
2024;6:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;92.66
2024;9:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;12.32
2024;13:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.24
2024;4:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;31.83
2024;18:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;6.82
2024;6:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;97.07
2024;15:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;2.14
2024;11:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.16
2024;16:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.45
2024;11:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.57
2024;11:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.29
2024;9:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;10.95
2024;8:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;21.95
2024;18:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.69
2024;13:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;11.38
2024;21:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.88
2024;12:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;9.65
2024;9:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;9.26
2024;12:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;7.18
2024;16:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;5.61
2024;15:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.93
2024;12:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;4.25
2024;13:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.1
2024;17:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;10.26
2024;5:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;64.47
2024;5:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;53.27
2024;20:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;5.52
2024;11:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;4.92
2024;18:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.41
2024;10:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;4.7
2024;10:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;4.37
2024;15:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;6.18
2024;6:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;56.94
2024;10:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;7.01
2024;16:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.73
2024;11:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;7.38
2024;14:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.82
2024;9:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;8.05
2024;20:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;4.57
2024;5:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;95.45
2024;14:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;2.93
2024;7:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;20.94
2024;4:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;51.04
2024;8:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.33
2024;17:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.75
2024;18:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.69
2024;18:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.79
2024;10:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.4
2024;19:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.84
2024;16:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.87
2024;15:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.85
2024;5:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;81.97
2024;10:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;4.34
2024;17:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.81
2024;8:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;26.45
2024;8:00:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;36.71
2024;10:45:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;2.91
2024;17:15:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;3.42
2024;12:30:00;ACEVEDO-AYURA;ACEVEDO;AYURA;A;A;1.53
2024;21:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;2.54
2024;13:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;4.76
2024;19:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;2.08
2024;18:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.79
2024;13:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;6.92
2024;16:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;13.09
2024;13:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;8.62
2024;16:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;8.63
2024;19:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;4.17
2024;15:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;9.61
2024;15:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.8
2024;11:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.16
2024;11:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.48
2024;14:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.74
2024;15:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;2.14
2024;6:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;33.13
2024;11:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;7.38
2024;14:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;10.42
2024;17:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.72
2024;6:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;37.87
2024;12:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;4.58
2024;18:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.57
2024;8:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;7.57
2024;5:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;23.47
2024;7:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;34.15
2024;5:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;7.13
2024;8:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;10.97
2024;18:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;8.52
2024;17:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;6.73
2024;6:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.16
2024;13:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.54
2024;16:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.72
2024;12:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.05
2024;12:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;4.13
2024;9:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;9.26
2024;16:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.88
2024;21:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.88
2024;17:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.81
2024;11:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.96
2024;5:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;12.92
2024;20:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;9.16
2024;5:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;33.79
2024;11:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.29
2024;10:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;10.2
2024;13:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;6.2
2024;20:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;2.29
2024;11:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.5
2024;19:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;14.51
2024;15:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.86
2024;7:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.35
2024;21:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.41
2024;4:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.58
2024;17:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.9
2024;10:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;9.37
2024;19:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;8.06
2024;15:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;6.39
2024;6:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.26
2024;6:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;32.03
2024;8:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;14.54
2024;12:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.76
2024;19:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;7.35
2024;20:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.76
2024;18:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;15.9
2024;10:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;2.82
2024;21:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.51
2024;14:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.82
2024;15:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;8.23
2024;16:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.73
2024;14:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;2.93
2024;12:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;6.88
2024;17:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;10.26
2024;13:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;6.33
2024;7:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;20.92
2024;20:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;11.05
2024;18:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;12.92
2024;22:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.67
2024;7:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.26
2024;8:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.37
2024;17:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;21.13
2024;19:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.81
2024;14:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;7.32
2024;9:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;12.31
2024;18:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.69
2024;10:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;4.34
2024;4:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;4.56
2024;22:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;2.52
2024;15:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;3.85
2024;16:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;6.89
2024;16:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;1.73
2024;8:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;19.04
2024;7:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;25.07
2024;11:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;18.98
2024;9:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;13.68
2024;7:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;23.63
2024;20:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;4.04
2024;14:15:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.23
2024;6:45:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;35.82
2024;22:30:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;5.04
2024;18:00:00;ACEVEDO-BELLO;ACEVEDO;BELLO;A;A;2.28
