dia;linea_Servicio;Hora;Afluencia
24/06/2024;A;5:00:00;43666
24/06/2024;B;5:00:00;7263
25/06/2024;A;5:00:00;43524
25/06/2024;B;5:00:00;7296
26/06/2024;A;5:00:00;45356
26/06/2024;B;5:00:00;6998
27/06/2024;A;5:00:00;46288
27/06/2024;B;5:00:00;7255
28/06/2024;A;5:00:00;43698
28/06/2024;B;5:00:00;7017
29/06/2024;A;5:00:00;28578
29/06/2024;B;5:00:00;4480
30/06/2024;A;5:00:00;10458
30/06/2024;B;5:00:00;1631
1/07/2024;A;5:00:00;10550
1/07/2024;B;5:00:00;1672
2/07/2024;A;5:00:00;46432
2/07/2024;B;5:00:00;7295
3/07/2024;A;5:00:00;45489
3/07/2024;B;5:00:00;7312
4/07/2024;A;5:00:00;45654
4/07/2024;B;5:00:00;7197
5/07/2024;A;5:00:00;43294
5/07/2024;B;5:00:00;6888
6/07/2024;A;5:00:00;29644
6/07/2024;B;5:00:00;4677
7/07/2024;A;5:00:00;10740
7/07/2024;B;5:00:00;1742
8/07/2024;A;5:00:00;48540
8/07/2024;B;5:00:00;7691
9/07/2024;A;5:00:00;49129
9/07/2024;B;5:00:00;7772
10/07/2024;A;5:00:00;47716
10/07/2024;B;5:00:00;7703
11/07/2024;A;5:00:00;48400
11/07/2024;B;5:00:00;7608
12/07/2024;A;5:00:00;47541
12/07/2024;B;5:00:00;7553
13/07/2024;A;5:00:00;30650
13/07/2024;B;5:00:00;4664
14/07/2024;A;5:00:00;10758
14/07/2024;B;5:00:00;1652
15/07/2024;A;5:00:00;41401
15/07/2024;B;5:00:00;6486
16/07/2024;A;5:00:00;47989
16/07/2024;B;5:00:00;7667
17/07/2024;A;5:00:00;48561
17/07/2024;B;5:00:00;7832
18/07/2024;A;5:00:00;48360
18/07/2024;B;5:00:00;7526
19/07/2024;A;5:00:00;46117
19/07/2024;B;5:00:00;7605
20/07/2024;A;5:00:00;16054
20/07/2024;B;5:00:00;2415
21/07/2024;A;5:00:00;9517
21/07/2024;B;5:00:00;1523
22/07/2024;A;5:00:00;46543
22/07/2024;B;5:00:00;7683
23/07/2024;A;5:00:00;46990
23/07/2024;B;5:00:00;7991
24/07/2024;A;5:00:00;46536
24/07/2024;B;5:00:00;7975
25/07/2024;A;5:00:00;46695
25/07/2024;B;5:00:00;7901
26/07/2024;A;5:00:00;45764
26/07/2024;B;5:00:00;7583
27/07/2024;A;5:00:00;27887
27/07/2024;B;5:00:00;4628
28/07/2024;A;5:00:00;10316
28/07/2024;B;5:00:00;1645
29/07/2024;A;5:00:00;46720
29/07/2024;B;5:00:00;7726
30/07/2024;A;5:00:00;48182
30/07/2024;B;5:00:00;8076
31/07/2024;A;5:00:00;47727
31/07/2024;B;5:00:00;7813
1/08/2024;A;5:00:00;46970
1/08/2024;B;5:00:00;7894
2/08/2024;A;5:00:00;46575
2/08/2024;B;5:00:00;7811
3/08/2024;A;5:00:00;27677
3/08/2024;B;5:00:00;4565
4/08/2024;A;5:00:00;10472
4/08/2024;B;5:00:00;1724
5/08/2024;A;5:00:00;46916
5/08/2024;B;5:00:00;7985
6/08/2024;A;5:00:00;48899
6/08/2024;B;5:00:00;8323
7/08/2024;A;5:00:00;15728
7/08/2024;B;5:00:00;2522
8/08/2024;A;5:00:00;50815
8/08/2024;B;5:00:00;8692
9/08/2024;A;5:00:00;49839
9/08/2024;B;5:00:00;8257
10/08/2024;A;5:00:00;28743
10/08/2024;B;5:00:00;4624
11/08/2024;A;5:00:00;10418
11/08/2024;B;5:00:00;1597
12/08/2024;A;5:00:00;49736
12/08/2024;B;5:00:00;8257
13/08/2024;A;5:00:00;51167
13/08/2024;B;5:00:00;8560
14/08/2024;A;5:00:00;50813
14/08/2024;B;5:00:00;8523
15/08/2024;A;5:00:00;50458
15/08/2024;B;5:00:00;8351
16/08/2024;A;5:00:00;46747
16/08/2024;B;5:00:00;7764
17/08/2024;A;5:00:00;27896
17/08/2024;B;5:00:00;4543
18/08/2024;A;5:00:00;12008
18/08/2024;B;5:00:00;1802
19/08/2024;A;5:00:00;11462
19/08/2024;B;5:00:00;1601
20/08/2024;A;5:00:00;51395
20/08/2024;B;5:00:00;8566
21/08/2024;A;5:00:00;51174
21/08/2024;B;5:00:00;8476
22/08/2024;A;5:00:00;50341
22/08/2024;B;5:00:00;8428
23/08/2024;A;5:00:00;48693
23/08/2024;B;5:00:00;8197
24/08/2024;A;5:00:00;29565
24/08/2024;B;5:00:00;4836
25/08/2024;A;5:00:00;11330
25/08/2024;B;5:00:00;1711
26/08/2024;A;5:00:00;50336
26/08/2024;B;5:00:00;9744
27/08/2024;A;5:00:00;51504
27/08/2024;B;5:00:00;10091
28/08/2024;A;5:00:00;48244
28/08/2024;B;5:00:00;10029
29/08/2024;A;5:00:00;50229
29/08/2024;B;5:00:00;9877
30/08/2024;A;5:00:00;49414
30/08/2024;B;5:00:00;9882
31/08/2024;A;5:00:00;28940
31/08/2024;B;5:00:00;5874
1/09/2024;A;5:00:00;10497
1/09/2024;B;5:00:00;1840
2/09/2024;A;5:00:00;48048
2/09/2024;B;5:00:00;8066
3/09/2024;A;5:00:00;49767
3/09/2024;B;5:00:00;8444
4/09/2024;A;5:00:00;50829
4/09/2024;B;5:00:00;8388
5/09/2024;A;5:00:00;49835
5/09/2024;B;5:00:00;8265
6/09/2024;A;5:00:00;47190
6/09/2024;B;5:00:00;7533
7/09/2024;A;5:00:00;28382
7/09/2024;B;5:00:00;4818
8/09/2024;A;5:00:00;10677
8/09/2024;B;5:00:00;1719
9/09/2024;A;5:00:00;49465
9/09/2024;B;5:00:00;8313
10/09/2024;A;5:00:00;51569
10/09/2024;B;5:00:00;8727
11/09/2024;A;5:00:00;50864
11/09/2024;B;5:00:00;8556
12/09/2024;A;5:00:00;50633
12/09/2024;B;5:00:00;8475
13/09/2024;A;5:00:00;49744
13/09/2024;B;5:00:00;8215
14/09/2024;A;5:00:00;28948
14/09/2024;B;5:00:00;4727
15/09/2024;A;5:00:00;10544
15/09/2024;B;5:00:00;1643
16/09/2024;A;5:00:00;48320
16/09/2024;B;5:00:00;8114
17/09/2024;A;5:00:00;50431
17/09/2024;B;5:00:00;8419
18/09/2024;A;5:00:00;50667
18/09/2024;B;5:00:00;8367
19/09/2024;A;5:00:00;49075
19/09/2024;B;5:00:00;8116
20/09/2024;A;5:00:00;48689
20/09/2024;B;5:00:00;8155
21/09/2024;A;5:00:00;28834
21/09/2024;B;5:00:00;4730
22/09/2024;A;5:00:00;10336
22/09/2024;B;5:00:00;1611
23/09/2024;A;5:00:00;47573
23/09/2024;B;5:00:00;7868
24/09/2024;A;5:00:00;50387
24/09/2024;B;5:00:00;8464
25/09/2024;A;5:00:00;50015
25/09/2024;B;5:00:00;8350
26/09/2024;A;5:00:00;49758
26/09/2024;B;5:00:00;8259
27/09/2024;A;5:00:00;47891
27/09/2024;B;5:00:00;7990
28/09/2024;A;5:00:00;29294
28/09/2024;B;5:00:00;4674
29/09/2024;A;5:00:00;11781
29/09/2024;B;5:00:00;1752
30/09/2024;A;5:00:00;47008
30/09/2024;B;5:00:00;7887
1/10/2024;A;5:00:00;49900
1/10/2024;B;5:00:00;8219
2/10/2024;A;5:00:00;50196
2/10/2024;B;5:00:00;8084
3/10/2024;A;5:00:00;49869
3/10/2024;B;5:00:00;8123
4/10/2024;A;5:00:00;48426
4/10/2024;B;5:00:00;7880
5/10/2024;A;5:00:00;28749
5/10/2024;B;5:00:00;4659
6/10/2024;A;5:00:00;10966
6/10/2024;B;5:00:00;1622
7/10/2024;A;5:00:00;47408
7/10/2024;B;5:00:00;7751
8/10/2024;A;5:00:00;48427
8/10/2024;B;5:00:00;7945
9/10/2024;A;5:00:00;48081
9/10/2024;B;5:00:00;7799
10/10/2024;A;5:00:00;44510
10/10/2024;B;5:00:00;7356
11/10/2024;A;5:00:00;45534
11/10/2024;B;5:00:00;7534
12/10/2024;A;5:00:00;28575
12/10/2024;B;5:00:00;4696
13/10/2024;A;5:00:00;12226
13/10/2024;B;5:00:00;1653
14/10/2024;A;5:00:00;11971
14/10/2024;B;5:00:00;1744
15/10/2024;A;5:00:00;50853
15/10/2024;B;5:00:00;8185
16/10/2024;A;5:00:00;50645
16/10/2024;B;5:00:00;8172
17/10/2024;A;5:00:00;49607
17/10/2024;B;5:00:00;8110
18/10/2024;A;5:00:00;49430
18/10/2024;B;5:00:00;6700
19/10/2024;A;5:00:00;29462
19/10/2024;B;5:00:00;4793
20/10/2024;A;5:00:00;11665
20/10/2024;B;5:00:00;1791
21/10/2024;A;5:00:00;49269
21/10/2024;B;5:00:00;8036
22/10/2024;A;5:00:00;48052
22/10/2024;B;5:00:00;8060
23/10/2024;A;5:00:00;49032
23/10/2024;B;5:00:00;8155
24/10/2024;A;5:00:00;49704
24/10/2024;B;5:00:00;8333
25/10/2024;A;5:00:00;49225
25/10/2024;B;5:00:00;8012
26/10/2024;A;5:00:00;29737
26/10/2024;B;5:00:00;4809
27/10/2024;A;5:00:00;11556
27/10/2024;B;5:00:00;1730
28/10/2024;A;5:00:00;48226
28/10/2024;B;5:00:00;7851
29/10/2024;A;5:00:00;50028
29/10/2024;B;5:00:00;8306
30/10/2024;A;5:00:00;50817
30/10/2024;B;5:00:00;8351
31/10/2024;A;5:00:00;49520
31/10/2024;B;5:00:00;7963
1/01/2019;A;6:00:00;5696
2/01/2019;A;6:00:00;36748
3/01/2019;A;6:00:00;41710
4/01/2019;A;6:00:00;42314
5/01/2019;A;6:00:00;25393
6/01/2019;A;6:00:00;11156
7/01/2019;A;6:00:00;10017
8/01/2019;A;6:00:00;50349
9/01/2019;A;6:00:00;50601
10/01/2019;A;6:00:00;51581
11/01/2019;A;6:00:00;52542
12/01/2019;A;6:00:00;30734
13/01/2019;A;6:00:00;11426
14/01/2019;A;6:00:00;56518
15/01/2019;A;6:00:00;57443
16/01/2019;A;6:00:00;57073
17/01/2019;A;6:00:00;57676
18/01/2019;A;6:00:00;58325
19/01/2019;A;6:00:00;34534
20/01/2019;A;6:00:00;12279
21/01/2019;A;6:00:00;58958
22/01/2019;A;6:00:00;59301
23/01/2019;A;6:00:00;60822
24/01/2019;A;6:00:00;60852
25/01/2019;A;6:00:00;60092
26/01/2019;A;6:00:00;34794
27/01/2019;A;6:00:00;12396
28/01/2019;A;6:00:00;60792
29/01/2019;A;6:00:00;61798
30/01/2019;A;6:00:00;61317
31/01/2019;A;6:00:00;60350
1/02/2019;A;6:00:00;61486
2/02/2019;A;6:00:00;35432
3/02/2019;A;6:00:00;12964
4/02/2019;A;6:00:00;62483
5/02/2019;A;6:00:00;63072
6/02/2019;A;6:00:00;62677
7/02/2019;A;6:00:00;63032
8/02/2019;A;6:00:00;62134
9/02/2019;A;6:00:00;36209
10/02/2019;A;6:00:00;12279
11/02/2019;A;6:00:00;62793
12/02/2019;A;6:00:00;64181
13/02/2019;A;6:00:00;63138
14/02/2019;A;6:00:00;63806
15/02/2019;A;6:00:00;65049
16/02/2019;A;6:00:00;37682
17/02/2019;A;6:00:00;12073
18/02/2019;A;6:00:00;64519
19/02/2019;A;6:00:00;64469
20/02/2019;A;6:00:00;65261
21/02/2019;A;6:00:00;65965
22/02/2019;A;6:00:00;64601
23/02/2019;A;6:00:00;37837
24/02/2019;A;6:00:00;12766
25/02/2019;A;6:00:00;64785
26/02/2019;A;6:00:00;65832
27/02/2019;A;6:00:00;63473
28/02/2019;A;6:00:00;65263
1/03/2019;A;6:00:00;65178
2/03/2019;A;6:00:00;38365
3/03/2019;A;6:00:00;12714
4/03/2019;A;6:00:00;64761
5/03/2019;A;6:00:00;65498
6/03/2019;A;6:00:00;73804
7/03/2019;A;6:00:00;71768
8/03/2019;A;6:00:00;71326
9/03/2019;A;6:00:00;39417
10/03/2019;A;6:00:00;13415
11/03/2019;A;6:00:00;64402
12/03/2019;A;6:00:00;64776
13/03/2019;A;6:00:00;3311
14/03/2019;A;6:00:00;64039
15/03/2019;A;6:00:00;63404
16/03/2019;A;6:00:00;38415
17/03/2019;A;6:00:00;12605
18/03/2019;A;6:00:00;70529
19/03/2019;A;6:00:00;67860
20/03/2019;A;6:00:00;72564
21/03/2019;A;6:00:00;65603
22/03/2019;A;6:00:00;64624
23/03/2019;A;6:00:00;37781
24/03/2019;A;6:00:00;13622
25/03/2019;A;6:00:00;12495
26/03/2019;A;6:00:00;65185
27/03/2019;A;6:00:00;65669
28/03/2019;A;6:00:00;64915
29/03/2019;A;6:00:00;70470
30/03/2019;A;6:00:00;42266
31/03/2019;A;6:00:00;13120
1/04/2019;A;6:00:00;64981
2/04/2019;A;6:00:00;64150
3/04/2019;A;6:00:00;65942
4/04/2019;A;6:00:00;65451
5/04/2019;A;6:00:00;66697
6/04/2019;A;6:00:00;40194
7/04/2019;A;6:00:00;14076
8/04/2019;A;6:00:00;64199
9/04/2019;A;6:00:00;67835
10/04/2019;A;6:00:00;65049
11/04/2019;A;6:00:00;64946
12/04/2019;A;6:00:00;64497
13/04/2019;A;6:00:00;38963
14/04/2019;A;6:00:00;14424
15/04/2019;A;6:00:00;55697
16/04/2019;A;6:00:00;54950
17/04/2019;A;6:00:00;49824
18/04/2019;A;6:00:00;13138
19/04/2019;A;6:00:00;8093
20/04/2019;A;6:00:00;16763
21/04/2019;A;6:00:00;9317
22/04/2019;A;6:00:00;58846
23/04/2019;A;6:00:00;71959
24/04/2019;A;6:00:00;65535
25/04/2019;A;6:00:00;15306
26/04/2019;A;6:00:00;
27/04/2019;A;6:00:00;16924
28/04/2019;A;6:00:00;14685
29/04/2019;A;6:00:00;64382
30/04/2019;A;6:00:00;65035
1/05/2019;A;6:00:00;16189
2/05/2019;A;6:00:00;65435
3/05/2019;A;6:00:00;64779
4/05/2019;A;6:00:00;39427
5/05/2019;A;6:00:00;13624
6/05/2019;A;6:00:00;64805
7/05/2019;A;6:00:00;65356
8/05/2019;A;6:00:00;64966
9/05/2019;A;6:00:00;64885
10/05/2019;A;6:00:00;64041
11/05/2019;A;6:00:00;39425
12/05/2019;A;6:00:00;10684
13/05/2019;A;6:00:00;62789
14/05/2019;A;6:00:00;65477
15/05/2019;A;6:00:00;65260
16/05/2019;A;6:00:00;64977
17/05/2019;A;6:00:00;61863
18/05/2019;A;6:00:00;39570
19/05/2019;A;6:00:00;14335
20/05/2019;A;6:00:00;65301
21/05/2019;A;6:00:00;64751
22/05/2019;A;6:00:00;65024
23/05/2019;A;6:00:00;64007
24/05/2019;A;6:00:00;66290
25/05/2019;A;6:00:00;39692
26/05/2019;A;6:00:00;13735
27/05/2019;A;6:00:00;63692
28/05/2019;A;6:00:00;64914
29/05/2019;A;6:00:00;63807
30/05/2019;A;6:00:00;64060
31/05/2019;A;6:00:00;64616
1/06/2019;A;6:00:00;37527
2/06/2019;A;6:00:00;13244
3/06/2019;A;6:00:00;12290
4/06/2019;A;6:00:00;66085
5/06/2019;A;6:00:00;64924
6/06/2019;A;6:00:00;64444
7/06/2019;A;6:00:00;63968
8/06/2019;A;6:00:00;40401
9/06/2019;A;6:00:00;15114
10/06/2019;A;6:00:00;64786
11/06/2019;A;6:00:00;65299
12/06/2019;A;6:00:00;66029
13/06/2019;A;6:00:00;65640
14/06/2019;A;6:00:00;66469
15/06/2019;A;6:00:00;41103
16/06/2019;A;6:00:00;11485
17/06/2019;A;6:00:00;63333
18/06/2019;A;6:00:00;65102
19/06/2019;A;6:00:00;65122
20/06/2019;A;6:00:00;64806
21/06/2019;A;6:00:00;65077
22/06/2019;A;6:00:00;38847
23/06/2019;A;6:00:00;14050
24/06/2019;A;6:00:00;12376
25/06/2019;A;6:00:00;62448
26/06/2019;A;6:00:00;62141
27/06/2019;A;6:00:00;62442
28/06/2019;A;6:00:00;61429
29/06/2019;A;6:00:00;36817
30/06/2019;A;6:00:00;14175
1/07/2019;A;6:00:00;11872
2/07/2019;A;6:00:00;63648
3/07/2019;A;6:00:00;62761
4/07/2019;A;6:00:00;62952
5/07/2019;A;6:00:00;63214
6/07/2019;A;6:00:00;38222
7/07/2019;A;6:00:00;13790
8/07/2019;A;6:00:00;63009
9/07/2019;A;6:00:00;63495
10/07/2019;A;6:00:00;66022
11/07/2019;A;6:00:00;62791
12/07/2019;A;6:00:00;63836
13/07/2019;A;6:00:00;38579
14/07/2019;A;6:00:00;13991
15/07/2019;A;6:00:00;64242
16/07/2019;A;6:00:00;65445
17/07/2019;A;6:00:00;64984
18/07/2019;A;6:00:00;65024
19/07/2019;A;6:00:00;64638
20/07/2019;A;6:00:00;20193
21/07/2019;A;6:00:00;11655
22/07/2019;A;6:00:00;64844
23/07/2019;A;6:00:00;66239
24/07/2019;A;6:00:00;66529
25/07/2019;A;6:00:00;67620
26/07/2019;A;6:00:00;66668
27/07/2019;A;6:00:00;40585
28/07/2019;A;6:00:00;13568
29/07/2019;A;6:00:00;65832
30/07/2019;A;6:00:00;66846
31/07/2019;A;6:00:00;62953
1/08/2019;A;6:00:00;67122
2/08/2019;A;6:00:00;65630
3/08/2019;A;6:00:00;40120
4/08/2019;A;6:00:00;15789
5/08/2019;A;6:00:00;66658
6/08/2019;A;6:00:00;67634
7/08/2019;A;6:00:00;18325
8/08/2019;A;6:00:00;68338
9/08/2019;A;6:00:00;67481
10/08/2019;A;6:00:00;40825
11/08/2019;A;6:00:00;15131
12/08/2019;A;6:00:00;67331
13/08/2019;A;6:00:00;68752
14/08/2019;A;6:00:00;68078
15/08/2019;A;6:00:00;68264
16/08/2019;A;6:00:00;65718
17/08/2019;A;6:00:00;39779
18/08/2019;A;6:00:00;13935
19/08/2019;A;6:00:00;13413
20/08/2019;A;6:00:00;60062
21/08/2019;A;6:00:00;67530
22/08/2019;A;6:00:00;72515
23/08/2019;A;6:00:00;67074
24/08/2019;A;6:00:00;42355
25/08/2019;A;6:00:00;14243
26/08/2019;A;6:00:00;65596
27/08/2019;A;6:00:00;67904
28/08/2019;A;6:00:00;66896
29/08/2019;A;6:00:00;67260
30/08/2019;A;6:00:00;67283
31/08/2019;A;6:00:00;40648
1/09/2019;A;6:00:00;13573
2/09/2019;A;6:00:00;65776
3/09/2019;A;6:00:00;67618
4/09/2019;A;6:00:00;67731
5/09/2019;A;6:00:00;
6/09/2019;A;6:00:00;62217
7/09/2019;A;6:00:00;41582
8/09/2019;A;6:00:00;15107
9/09/2019;A;6:00:00;67043
10/09/2019;A;6:00:00;67942
11/09/2019;A;6:00:00;66952
12/09/2019;A;6:00:00;68364
13/09/2019;A;6:00:00;67145
14/09/2019;A;6:00:00;41229
15/09/2019;A;6:00:00;14440
16/09/2019;A;6:00:00;66945
17/09/2019;A;6:00:00;68643
18/09/2019;A;6:00:00;67466
19/09/2019;A;6:00:00;68546
20/09/2019;A;6:00:00;68041
21/09/2019;A;6:00:00;40517
22/09/2019;A;6:00:00;13193
23/09/2019;A;6:00:00;66865
24/09/2019;A;6:00:00;66268
25/09/2019;A;6:00:00;66997
26/09/2019;A;6:00:00;65833
27/09/2019;A;6:00:00;68806
28/09/2019;A;6:00:00;42468
29/09/2019;A;6:00:00;14662
30/09/2019;A;6:00:00;68592
1/10/2019;A;6:00:00;69765
2/10/2019;A;6:00:00;69164
3/10/2019;A;6:00:00;68808
4/10/2019;A;6:00:00;69203
5/10/2019;A;6:00:00;42462
6/10/2019;A;6:00:00;14238
7/10/2019;A;6:00:00;69024
8/10/2019;A;6:00:00;68909
9/10/2019;A;6:00:00;69370
10/10/2019;A;6:00:00;67801
11/10/2019;A;6:00:00;65414
12/10/2019;A;6:00:00;40892
13/10/2019;A;6:00:00;14113
14/10/2019;A;6:00:00;13220
15/10/2019;A;6:00:00;69117
16/10/2019;A;6:00:00;68404
17/10/2019;A;6:00:00;67052
18/10/2019;A;6:00:00;69746
19/10/2019;A;6:00:00;
20/10/2019;A;6:00:00;16828
21/10/2019;A;6:00:00;68536
22/10/2019;A;6:00:00;68963
23/10/2019;A;6:00:00;69283
24/10/2019;A;6:00:00;67427
25/10/2019;A;6:00:00;67965
26/10/2019;A;6:00:00;42671
27/10/2019;A;6:00:00;415
28/10/2019;A;6:00:00;67860
29/10/2019;A;6:00:00;65687
30/10/2019;A;6:00:00;69092
31/10/2019;A;6:00:00;68958
1/11/2019;A;6:00:00;67965
2/11/2019;A;6:00:00;40738
3/11/2019;A;6:00:00;13932
4/11/2019;A;6:00:00;14662
5/11/2019;A;6:00:00;68362
6/11/2019;A;6:00:00;71496
7/11/2019;A;6:00:00;69010
8/11/2019;A;6:00:00;68996
9/11/2019;A;6:00:00;43106
10/11/2019;A;6:00:00;15574
11/11/2019;A;6:00:00;14627
12/11/2019;A;6:00:00;66369
13/11/2019;A;6:00:00;69560
14/11/2019;A;6:00:00;69110
15/11/2019;A;6:00:00;69293
16/11/2019;A;6:00:00;43554
17/11/2019;A;6:00:00;15051
18/11/2019;A;6:00:00;67942
19/11/2019;A;6:00:00;67269
20/11/2019;A;6:00:00;69402
21/11/2019;A;6:00:00;28368
22/11/2019;A;6:00:00;67170
23/11/2019;A;6:00:00;43912
24/11/2019;A;6:00:00;16250
25/11/2019;A;6:00:00;68805
26/11/2019;A;6:00:00;68501
27/11/2019;A;6:00:00;53901
28/11/2019;A;6:00:00;67655
29/11/2019;A;6:00:00;67402
30/11/2019;A;6:00:00;41497
1/12/2019;A;6:00:00;13916
2/12/2019;A;6:00:00;66385
3/12/2019;A;6:00:00;66578
4/12/2019;A;6:00:00;68334
5/12/2019;A;6:00:00;72294
6/12/2019;A;6:00:00;65523
7/12/2019;A;6:00:00;39104
8/12/2019;A;6:00:00;12565
9/12/2019;A;6:00:00;64445
10/12/2019;A;6:00:00;66514
11/12/2019;A;6:00:00;65754
12/12/2019;A;6:00:00;65617
13/12/2019;A;6:00:00;64790
14/12/2019;A;6:00:00;38824
15/12/2019;A;6:00:00;14997
16/12/2019;A;6:00:00;62956
17/12/2019;A;6:00:00;62337
18/12/2019;A;6:00:00;62894
19/12/2019;A;6:00:00;62231
20/12/2019;A;6:00:00;61275
21/12/2019;A;6:00:00;34673
22/12/2019;A;6:00:00;14234
23/12/2019;A;6:00:00;47461
24/12/2019;A;6:00:00;34475
25/12/2019;A;6:00:00;7010
26/12/2019;A;6:00:00;46030
27/12/2019;A;6:00:00;47192
28/12/2019;A;6:00:00;29190
29/12/2019;A;6:00:00;12453
30/12/2019;A;6:00:00;40309
31/12/2019;A;6:00:00;21953
1/01/2019;B;6:00:00;833
2/01/2019;B;6:00:00;5550
3/01/2019;B;6:00:00;6202
4/01/2019;B;6:00:00;6265
5/01/2019;B;6:00:00;4037
6/01/2019;B;6:00:00;1772
7/01/2019;B;6:00:00;1609
8/01/2019;B;6:00:00;7519
9/01/2019;B;6:00:00;7695
10/01/2019;B;6:00:00;7864
11/01/2019;B;6:00:00;8102
12/01/2019;B;6:00:00;4750
13/01/2019;B;6:00:00;1765
14/01/2019;B;6:00:00;7972
15/01/2019;B;6:00:00;8540
16/01/2019;B;6:00:00;8492
17/01/2019;B;6:00:00;8815
18/01/2019;B;6:00:00;8754
19/01/2019;B;6:00:00;5570
20/01/2019;B;6:00:00;2174
21/01/2019;B;6:00:00;8864
22/01/2019;B;6:00:00;9146
23/01/2019;B;6:00:00;9129
24/01/2019;B;6:00:00;8929
25/01/2019;B;6:00:00;9057
26/01/2019;B;6:00:00;5606
27/01/2019;B;6:00:00;2101
28/01/2019;B;6:00:00;9095
29/01/2019;B;6:00:00;9266
30/01/2019;B;6:00:00;8966
31/01/2019;B;6:00:00;9012
1/02/2019;B;6:00:00;9264
2/02/2019;B;6:00:00;5630
3/02/2019;B;6:00:00;2380
4/02/2019;B;6:00:00;9596
5/02/2019;B;6:00:00;9285
6/02/2019;B;6:00:00;9453
7/02/2019;B;6:00:00;9518
8/02/2019;B;6:00:00;9177
9/02/2019;B;6:00:00;5643
10/02/2019;B;6:00:00;2058
11/02/2019;B;6:00:00;9275
12/02/2019;B;6:00:00;9327
13/02/2019;B;6:00:00;9453
14/02/2019;B;6:00:00;9151
15/02/2019;B;6:00:00;9864
16/02/2019;B;6:00:00;6037
17/02/2019;B;6:00:00;1938
18/02/2019;B;6:00:00;9750
19/02/2019;B;6:00:00;9735
20/02/2019;B;6:00:00;9582
21/02/2019;B;6:00:00;9720
22/02/2019;B;6:00:00;9585
23/02/2019;B;6:00:00;5881
24/02/2019;B;6:00:00;2204
25/02/2019;B;6:00:00;9486
26/02/2019;B;6:00:00;9580
27/02/2019;B;6:00:00;9310
28/02/2019;B;6:00:00;9599
1/03/2019;B;6:00:00;9685
2/03/2019;B;6:00:00;5953
3/03/2019;B;6:00:00;2049
4/03/2019;B;6:00:00;9438
5/03/2019;B;6:00:00;9430
6/03/2019;B;6:00:00;11137
7/03/2019;B;6:00:00;11034
8/03/2019;B;6:00:00;10732
9/03/2019;B;6:00:00;6153
10/03/2019;B;6:00:00;2221
11/03/2019;B;6:00:00;9492
12/03/2019;B;6:00:00;9817
13/03/2019;B;6:00:00;744
14/03/2019;B;6:00:00;9684
15/03/2019;B;6:00:00;9508
16/03/2019;B;6:00:00;6061
17/03/2019;B;6:00:00;2040
18/03/2019;B;6:00:00;10903
19/03/2019;B;6:00:00;10798
20/03/2019;B;6:00:00;10881
21/03/2019;B;6:00:00;9775
22/03/2019;B;6:00:00;9674
23/03/2019;B;6:00:00;5875
24/03/2019;B;6:00:00;2251
25/03/2019;B;6:00:00;1997
26/03/2019;B;6:00:00;9544
27/03/2019;B;6:00:00;9704
28/03/2019;B;6:00:00;9778
29/03/2019;B;6:00:00;10882
30/03/2019;B;6:00:00;6550
31/03/2019;B;6:00:00;2193
1/04/2019;B;6:00:00;9813
2/04/2019;B;6:00:00;9562
3/04/2019;B;6:00:00;9702
4/04/2019;B;6:00:00;9593
5/04/2019;B;6:00:00;9895
6/04/2019;B;6:00:00;6254
7/04/2019;B;6:00:00;2244
8/04/2019;B;6:00:00;9423
9/04/2019;B;6:00:00;10024
10/04/2019;B;6:00:00;9726
11/04/2019;B;6:00:00;9622
12/04/2019;B;6:00:00;9576
13/04/2019;B;6:00:00;6196
14/04/2019;B;6:00:00;2389
15/04/2019;B;6:00:00;9752
16/04/2019;B;6:00:00;9301
17/04/2019;B;6:00:00;8736
18/04/2019;B;6:00:00;2120
19/04/2019;B;6:00:00;1324
20/04/2019;B;6:00:00;3252
21/04/2019;B;6:00:00;1570
22/04/2019;B;6:00:00;9125
23/04/2019;B;6:00:00;10789
24/04/2019;B;6:00:00;9714
25/04/2019;B;6:00:00;1346
26/04/2019;B;6:00:00;
27/04/2019;B;6:00:00;2743
28/04/2019;B;6:00:00;2212
29/04/2019;B;6:00:00;9547
30/04/2019;B;6:00:00;8163
1/05/2019;B;6:00:00;2649
2/05/2019;B;6:00:00;9938
3/05/2019;B;6:00:00;9773
4/05/2019;B;6:00:00;6183
5/05/2019;B;6:00:00;2258
6/05/2019;B;6:00:00;9474
7/05/2019;B;6:00:00;9773
8/05/2019;B;6:00:00;9613
9/05/2019;B;6:00:00;9672
10/05/2019;B;6:00:00;9445
11/05/2019;B;6:00:00;5878
12/05/2019;B;6:00:00;1757
13/05/2019;B;6:00:00;9297
14/05/2019;B;6:00:00;9717
15/05/2019;B;6:00:00;9544
16/05/2019;B;6:00:00;9546
17/05/2019;B;6:00:00;9595
18/05/2019;B;6:00:00;5995
19/05/2019;B;6:00:00;2231
20/05/2019;B;6:00:00;9636
21/05/2019;B;6:00:00;9624
22/05/2019;B;6:00:00;9846
23/05/2019;B;6:00:00;9298
24/05/2019;B;6:00:00;9413
25/05/2019;B;6:00:00;5984
26/05/2019;B;6:00:00;2211
27/05/2019;B;6:00:00;10096
28/05/2019;B;6:00:00;9357
29/05/2019;B;6:00:00;9689
30/05/2019;B;6:00:00;9530
31/05/2019;B;6:00:00;9569
1/06/2019;B;6:00:00;5909
