dia;linea_Servicio;Hora;Afluencia
3/10/2019;B;15:00:00;5797
4/10/2019;B;15:00:00;5942
5/10/2019;B;15:00:00;6526
6/10/2019;B;15:00:00;3729
7/10/2019;B;15:00:00;5569
8/10/2019;B;15:00:00;4860
9/10/2019;B;15:00:00;5894
10/10/2019;B;15:00:00;5925
11/10/2019;B;15:00:00;5798
12/10/2019;B;15:00:00;5598
13/10/2019;B;15:00:00;3724
14/10/2019;B;15:00:00;3226
15/10/2019;B;15:00:00;5356
16/10/2019;B;15:00:00;5867
17/10/2019;B;15:00:00;5753
18/10/2019;B;15:00:00;5516
19/10/2019;B;15:00:00;6349
20/10/2019;B;15:00:00;3500
21/10/2019;B;15:00:00;5478
22/10/2019;B;15:00:00;5311
23/10/2019;B;15:00:00;5352
24/10/2019;B;15:00:00;5649
25/10/2019;B;15:00:00;5827
26/10/2019;B;15:00:00;5992
27/10/2019;B;15:00:00;
28/10/2019;B;15:00:00;5133
29/10/2019;B;15:00:00;5231
30/10/2019;B;15:00:00;5093
31/10/2019;B;15:00:00;6876
1/11/2019;B;15:00:00;5875
2/11/2019;B;15:00:00;6316
3/11/2019;B;15:00:00;2988
4/11/2019;B;15:00:00;3533
5/11/2019;B;15:00:00;5699
6/11/2019;B;15:00:00;5467
7/11/2019;B;15:00:00;5702
8/11/2019;B;15:00:00;4670
9/11/2019;B;15:00:00;6301
10/11/2019;B;15:00:00;3378
11/11/2019;B;15:00:00;3836
12/11/2019;B;15:00:00;5516
13/11/2019;B;15:00:00;5328
14/11/2019;B;15:00:00;5886
15/11/2019;B;15:00:00;6107
16/11/2019;B;15:00:00;6390
17/11/2019;B;15:00:00;3760
18/11/2019;B;15:00:00;6499
19/11/2019;B;15:00:00;5397
20/11/2019;B;15:00:00;2515
21/11/2019;B;15:00:00;4610
22/11/2019;B;15:00:00;3082
23/11/2019;B;15:00:00;6363
24/11/2019;B;15:00:00;3698
25/11/2019;B;15:00:00;5646
26/11/2019;B;15:00:00;5600
27/11/2019;B;15:00:00;5852
28/11/2019;B;15:00:00;5573
29/11/2019;B;15:00:00;6146
30/11/2019;B;15:00:00;6347
1/12/2019;B;15:00:00;3615
2/12/2019;B;15:00:00;5685
3/12/2019;B;15:00:00;5753
4/12/2019;B;15:00:00;5438
5/12/2019;B;15:00:00;5659
6/12/2019;B;15:00:00;6518
7/12/2019;B;15:00:00;5529
8/12/2019;B;15:00:00;3783
9/12/2019;B;15:00:00;5760
10/12/2019;B;15:00:00;5864
11/12/2019;B;15:00:00;5669
12/12/2019;B;15:00:00;5789
13/12/2019;B;15:00:00;6054
14/12/2019;B;15:00:00;6891
15/12/2019;B;15:00:00;4171
16/12/2019;B;15:00:00;6007
17/12/2019;B;15:00:00;5515
18/12/2019;B;15:00:00;5606
19/12/2019;B;15:00:00;5653
20/12/2019;B;15:00:00;6248
21/12/2019;B;15:00:00;6174
22/12/2019;B;15:00:00;4233
23/12/2019;B;15:00:00;6168
24/12/2019;B;15:00:00;5286
25/12/2019;B;15:00:00;2298
26/12/2019;B;15:00:00;4922
27/12/2019;B;15:00:00;5513
28/12/2019;B;15:00:00;5000
29/12/2019;B;15:00:00;3739
30/12/2019;B;15:00:00;11062
31/12/2019;B;15:00:00;4825
1/01/2020;A;15:00:00;12785
1/01/2020;B;15:00:00;2140
2/01/2020;A;15:00:00;30882
2/01/2020;B;15:00:00;4319
3/01/2020;A;15:00:00;35243
3/01/2020;B;15:00:00;4947
4/01/2020;A;15:00:00;31403
4/01/2020;B;15:00:00;4779
5/01/2020;A;15:00:00;20952
5/01/2020;B;15:00:00;3490
6/01/2020;A;15:00:00;19607
6/01/2020;B;15:00:00;3607
7/01/2020;A;15:00:00;37983
7/01/2020;B;15:00:00;5017
8/01/2020;A;15:00:00;34415
8/01/2020;B;15:00:00;4697
9/01/2020;A;15:00:00;34036
9/01/2020;B;15:00:00;4933
10/01/2020;A;15:00:00;37494
10/01/2020;B;15:00:00;5110
11/01/2020;A;15:00:00;34514
11/01/2020;B;15:00:00;5042
12/01/2020;A;15:00:00;18862
12/01/2020;B;15:00:00;3282
13/01/2020;A;15:00:00;36404
13/01/2020;B;15:00:00;4978
14/01/2020;A;15:00:00;35869
14/01/2020;B;15:00:00;5024
15/01/2020;A;15:00:00;37144
15/01/2020;B;15:00:00;5119
16/01/2020;A;15:00:00;37137
16/01/2020;B;15:00:00;5244
17/01/2020;A;15:00:00;40668
17/01/2020;B;15:00:00;5335
18/01/2020;A;15:00:00;38502
18/01/2020;B;15:00:00;5503
19/01/2020;A;15:00:00;20824
19/01/2020;B;15:00:00;3174
20/01/2020;A;15:00:00;37983
20/01/2020;B;15:00:00;5283
21/01/2020;A;15:00:00;29464
21/01/2020;B;15:00:00;3642
22/01/2020;A;15:00:00;37478
22/01/2020;B;15:00:00;5209
23/01/2020;A;15:00:00;36829
23/01/2020;B;15:00:00;5176
24/01/2020;A;15:00:00;42204
24/01/2020;B;15:00:00;5782
25/01/2020;A;15:00:00;38429
25/01/2020;B;15:00:00;5398
26/01/2020;A;15:00:00;22564
26/01/2020;B;15:00:00;3479
27/01/2020;A;15:00:00;39270
27/01/2020;B;15:00:00;5777
28/01/2020;A;15:00:00;38297
28/01/2020;B;15:00:00;5332
29/01/2020;A;15:00:00;37689
29/01/2020;B;15:00:00;5641
30/01/2020;A;15:00:00;37543
30/01/2020;B;15:00:00;5394
31/01/2020;A;15:00:00;41360
31/01/2020;B;15:00:00;5804
1/02/2020;A;15:00:00;40210
1/02/2020;B;15:00:00;5611
2/02/2020;A;15:00:00;21563
2/02/2020;B;15:00:00;3456
3/02/2020;A;15:00:00;38942
3/02/2020;B;15:00:00;5313
4/02/2020;A;15:00:00;39037
4/02/2020;B;15:00:00;5479
5/02/2020;A;15:00:00;38907
5/02/2020;B;15:00:00;5402
6/02/2020;A;15:00:00;39656
6/02/2020;B;15:00:00;5927
7/02/2020;A;15:00:00;44496
7/02/2020;B;15:00:00;6193
8/02/2020;A;15:00:00;39401
8/02/2020;B;15:00:00;5674
9/02/2020;A;15:00:00;19852
9/02/2020;B;15:00:00;3267
10/02/2020;A;15:00:00;38955
10/02/2020;B;15:00:00;5309
11/02/2020;A;15:00:00;38486
11/02/2020;B;15:00:00;5392
12/02/2020;A;15:00:00;41876
12/02/2020;B;15:00:00;5406
13/02/2020;A;15:00:00;38124
13/02/2020;B;15:00:00;5423
14/02/2020;A;15:00:00;41103
14/02/2020;B;15:00:00;5707
15/02/2020;A;15:00:00;40257
15/02/2020;B;15:00:00;5806
16/02/2020;A;15:00:00;20031
16/02/2020;B;15:00:00;3377
17/02/2020;A;15:00:00;77680
17/02/2020;B;15:00:00;10794
18/02/2020;A;15:00:00;76252
18/02/2020;B;15:00:00;10576
19/02/2020;A;15:00:00;38198
19/02/2020;B;15:00:00;5311
20/02/2020;A;15:00:00;41598
20/02/2020;B;15:00:00;6192
21/02/2020;A;15:00:00;36258
21/02/2020;B;15:00:00;4616
22/02/2020;A;15:00:00;41135
22/02/2020;B;15:00:00;5691
23/02/2020;A;15:00:00;20430
23/02/2020;B;15:00:00;3108
24/02/2020;A;15:00:00;37829
24/02/2020;B;15:00:00;5266
25/02/2020;A;15:00:00;37807
25/02/2020;B;15:00:00;5821
26/02/2020;A;15:00:00;37803
26/02/2020;B;15:00:00;5384
27/02/2020;A;15:00:00;38028
27/02/2020;B;15:00:00;5210
28/02/2020;A;15:00:00;45215
28/02/2020;B;15:00:00;6235
29/02/2020;A;15:00:00;45908
29/02/2020;B;15:00:00;6494
1/03/2020;A;15:00:00;22428
1/03/2020;B;15:00:00;3234
2/03/2020;A;15:00:00;40821
2/03/2020;B;15:00:00;5713
3/03/2020;A;15:00:00;41550
3/03/2020;B;15:00:00;5993
4/03/2020;A;15:00:00;40521
4/03/2020;B;15:00:00;5701
5/03/2020;A;15:00:00;40582
5/03/2020;B;15:00:00;6138
6/03/2020;A;15:00:00;45374
6/03/2020;B;15:00:00;6061
7/03/2020;A;15:00:00;43358
7/03/2020;B;15:00:00;6154
8/03/2020;A;15:00:00;20901
8/03/2020;B;15:00:00;3304
9/03/2020;A;15:00:00;39498
9/03/2020;B;15:00:00;5381
10/03/2020;A;15:00:00;38698
10/03/2020;B;15:00:00;5462
11/03/2020;A;15:00:00;39989
11/03/2020;B;15:00:00;5522
12/03/2020;A;15:00:00;40506
12/03/2020;B;15:00:00;5416
13/03/2020;A;15:00:00;41948
13/03/2020;B;15:00:00;5598
14/03/2020;A;15:00:00;35773
14/03/2020;B;15:00:00;5077
15/03/2020;A;15:00:00;17043
15/03/2020;B;15:00:00;2511
16/03/2020;A;15:00:00;29736
16/03/2020;B;15:00:00;3843
17/03/2020;A;15:00:00;26174
17/03/2020;B;15:00:00;3342
18/03/2020;A;15:00:00;23699
18/03/2020;B;15:00:00;3076
19/03/2020;A;15:00:00;22532
19/03/2020;B;15:00:00;2821
20/03/2020;A;15:00:00;35219
20/03/2020;B;15:00:00;3930
21/03/2020;A;15:00:00;4979
21/03/2020;B;15:00:00;608
22/03/2020;A;15:00:00;2798
22/03/2020;B;15:00:00;374
23/03/2020;A;15:00:00;3599
23/03/2020;B;15:00:00;485
24/03/2020;A;15:00:00;10130
24/03/2020;B;15:00:00;1321
25/03/2020;A;15:00:00;6318
25/03/2020;B;15:00:00;627
26/03/2020;A;15:00:00;6480
26/03/2020;B;15:00:00;758
27/03/2020;A;15:00:00;6553
27/03/2020;B;15:00:00;636
28/03/2020;A;15:00:00;4622
28/03/2020;B;15:00:00;497
29/03/2020;A;15:00:00;1885
29/03/2020;B;15:00:00;276
30/03/2020;A;15:00:00;6587
30/03/2020;B;15:00:00;725
31/03/2020;A;15:00:00;6330
31/03/2020;B;15:00:00;708
1/04/2020;A;15:00:00;6443
1/04/2020;B;15:00:00;709
2/04/2020;A;15:00:00;6094
2/04/2020;B;15:00:00;668
3/04/2020;A;15:00:00;6305
3/04/2020;B;15:00:00;720
4/04/2020;A;15:00:00;4734
4/04/2020;B;15:00:00;537
5/04/2020;A;15:00:00;2034
5/04/2020;B;15:00:00;242
6/04/2020;A;15:00:00;6061
6/04/2020;B;15:00:00;738
7/04/2020;A;15:00:00;6048
7/04/2020;B;15:00:00;730
8/04/2020;A;15:00:00;6192
8/04/2020;B;15:00:00;782
9/04/2020;A;15:00:00;2775
9/04/2020;B;15:00:00;375
10/04/2020;A;15:00:00;2132
10/04/2020;B;15:00:00;322
11/04/2020;A;15:00:00;4268
11/04/2020;B;15:00:00;507
12/04/2020;A;15:00:00;2012
12/04/2020;B;15:00:00;253
13/04/2020;A;15:00:00;6809
13/04/2020;B;15:00:00;781
14/04/2020;A;15:00:00;6808
14/04/2020;B;15:00:00;745
15/04/2020;A;15:00:00;7160
15/04/2020;B;15:00:00;829
16/04/2020;A;15:00:00;7286
16/04/2020;B;15:00:00;847
17/04/2020;A;15:00:00;7577
17/04/2020;B;15:00:00;800
18/04/2020;A;15:00:00;5360
18/04/2020;B;15:00:00;685
19/04/2020;A;15:00:00;2227
19/04/2020;B;15:00:00;350
20/04/2020;A;15:00:00;7919
20/04/2020;B;15:00:00;877
21/04/2020;A;15:00:00;7631
21/04/2020;B;15:00:00;889
22/04/2020;A;15:00:00;7618
22/04/2020;B;15:00:00;851
23/04/2020;A;15:00:00;7730
23/04/2020;B;15:00:00;918
24/04/2020;A;15:00:00;8199
24/04/2020;B;15:00:00;880
25/04/2020;A;15:00:00;5886
25/04/2020;B;15:00:00;715
26/04/2020;A;15:00:00;2457
26/04/2020;B;15:00:00;380
27/04/2020;A;15:00:00;8381
27/04/2020;B;15:00:00;938
28/04/2020;A;15:00:00;8491
28/04/2020;B;15:00:00;954
29/04/2020;A;15:00:00;8778
29/04/2020;B;15:00:00;959
30/04/2020;A;15:00:00;9547
30/04/2020;B;15:00:00;1099
1/05/2020;A;15:00:00;4190
1/05/2020;B;15:00:00;568
2/05/2020;A;15:00:00;6852
2/05/2020;B;15:00:00;758
3/05/2020;A;15:00:00;2799
3/05/2020;B;15:00:00;412
4/05/2020;A;15:00:00;9543
4/05/2020;B;15:00:00;1070
5/05/2020;A;15:00:00;9872
5/05/2020;B;15:00:00;1061
6/05/2020;A;15:00:00;9824
6/05/2020;B;15:00:00;1116
7/05/2020;A;15:00:00;10231
7/05/2020;B;15:00:00;1118
8/05/2020;A;15:00:00;10913
8/05/2020;B;15:00:00;1159
9/05/2020;A;15:00:00;8538
9/05/2020;B;15:00:00;1023
10/05/2020;A;15:00:00;2399
10/05/2020;B;15:00:00;363
11/05/2020;A;15:00:00;10866
11/05/2020;B;15:00:00;1193
12/05/2020;A;15:00:00;11026
12/05/2020;B;15:00:00;1160
13/05/2020;A;15:00:00;10990
13/05/2020;B;15:00:00;1129
14/05/2020;A;15:00:00;11473
14/05/2020;B;15:00:00;1210
15/05/2020;A;15:00:00;11990
15/05/2020;B;15:00:00;1342
16/05/2020;A;15:00:00;9817
16/05/2020;B;15:00:00;1150
17/05/2020;A;15:00:00;3051
17/05/2020;B;15:00:00;471
18/05/2020;A;15:00:00;11816
18/05/2020;B;15:00:00;1344
19/05/2020;A;15:00:00;11684
19/05/2020;B;15:00:00;1233
20/05/2020;A;15:00:00;11961
20/05/2020;B;15:00:00;1298
21/05/2020;A;15:00:00;11996
21/05/2020;B;15:00:00;1384
22/05/2020;A;15:00:00;13088
22/05/2020;B;15:00:00;1442
23/05/2020;A;15:00:00;10695
23/05/2020;B;15:00:00;1263
24/05/2020;A;15:00:00;3414
24/05/2020;B;15:00:00;479
25/05/2020;A;15:00:00;3799
25/05/2020;B;15:00:00;545
26/05/2020;A;15:00:00;11844
26/05/2020;B;15:00:00;1326
27/05/2020;A;15:00:00;11859
27/05/2020;B;15:00:00;1288
28/05/2020;A;15:00:00;12023
28/05/2020;B;15:00:00;1365
29/05/2020;A;15:00:00;13317
29/05/2020;B;15:00:00;1474
30/05/2020;A;15:00:00;11237
30/05/2020;B;15:00:00;1345
31/05/2020;A;15:00:00;3551
31/05/2020;B;15:00:00;464
1/06/2020;A;15:00:00;13378
1/06/2020;B;15:00:00;1532
2/06/2020;A;15:00:00;13701
2/06/2020;B;15:00:00;1565
3/06/2020;A;15:00:00;13763
3/06/2020;B;15:00:00;1502
4/06/2020;A;15:00:00;13763
4/06/2020;B;15:00:00;1563
5/06/2020;A;15:00:00;14486
5/06/2020;B;15:00:00;1648
6/06/2020;A;15:00:00;12651
6/06/2020;B;15:00:00;1571
7/06/2020;A;15:00:00;4008
7/06/2020;B;15:00:00;603
8/06/2020;A;15:00:00;13857
8/06/2020;B;15:00:00;1468
9/06/2020;A;15:00:00;13937
9/06/2020;B;15:00:00;1637
10/06/2020;A;15:00:00;13967
10/06/2020;B;15:00:00;1551
11/06/2020;A;15:00:00;14250
11/06/2020;B;15:00:00;1724
12/06/2020;A;15:00:00;15827
12/06/2020;B;15:00:00;1905
14/06/2020;A;15:00:00;4736
14/06/2020;B;15:00:00;706
15/06/2020;A;15:00:00;5780
15/06/2020;B;15:00:00;848
16/06/2020;A;15:00:00;15161
16/06/2020;B;15:00:00;1829
17/06/2020;A;15:00:00;15008
17/06/2020;B;15:00:00;1832
18/06/2020;A;15:00:00;15125
18/06/2020;B;15:00:00;1866
19/06/2020;A;15:00:00;16853
19/06/2020;B;15:00:00;2150
20/06/2020;A;15:00:00;14289
20/06/2020;B;15:00:00;1790
21/06/2020;A;15:00:00;4680
21/06/2020;B;15:00:00;712
22/06/2020;A;15:00:00;5532
22/06/2020;B;15:00:00;760
23/06/2020;A;15:00:00;14972
23/06/2020;B;15:00:00;1782
24/06/2020;A;15:00:00;15310
24/06/2020;B;15:00:00;1809
25/06/2020;A;15:00:00;14826
25/06/2020;B;15:00:00;1800
26/06/2020;A;15:00:00;15737
26/06/2020;B;15:00:00;1965
27/06/2020;A;15:00:00;15085
27/06/2020;B;15:00:00;1813
28/06/2020;A;15:00:00;5374
28/06/2020;B;15:00:00;788
29/06/2020;A;15:00:00;5819
29/06/2020;B;15:00:00;908
30/06/2020;A;15:00:00;15355
30/06/2020;B;15:00:00;1757
1/07/2020;A;15:00:00;15780
1/07/2020;B;15:00:00;1818
2/07/2020;A;15:00:00;15439
2/07/2020;B;15:00:00;1845
3/07/2020;A;15:00:00;15929
3/07/2020;B;15:00:00;1949
4/07/2020;A;15:00:00;15616
4/07/2020;B;15:00:00;1883
5/07/2020;A;15:00:00;5359
5/07/2020;B;15:00:00;826
6/07/2020;A;15:00:00;14924
6/07/2020;B;15:00:00;1760
7/07/2020;A;15:00:00;15441
7/07/2020;B;15:00:00;1840
8/07/2020;A;15:00:00;15310
8/07/2020;B;15:00:00;1806
9/07/2020;A;15:00:00;14984
9/07/2020;B;15:00:00;1781
10/07/2020;A;15:00:00;15557
10/07/2020;B;15:00:00;1896
11/07/2020;A;15:00:00;14030
11/07/2020;B;15:00:00;1765
12/07/2020;A;15:00:00;5216
12/07/2020;B;15:00:00;713
13/07/2020;A;15:00:00;12555
13/07/2020;B;15:00:00;1486
14/07/2020;A;15:00:00;12087
14/07/2020;B;15:00:00;1451
15/07/2020;A;15:00:00;12333
15/07/2020;B;15:00:00;1455
16/07/2020;A;15:00:00;12906
16/07/2020;B;15:00:00;1663
17/07/2020;A;15:00:00;7242
17/07/2020;B;15:00:00;764
18/07/2020;A;15:00:00;5101
18/07/2020;B;15:00:00;597
19/07/2020;A;15:00:00;1953
19/07/2020;B;15:00:00;254
20/07/2020;A;15:00:00;2321
20/07/2020;B;15:00:00;287
21/07/2020;A;15:00:00;12361
21/07/2020;B;15:00:00;1547
22/07/2020;A;15:00:00;11829
22/07/2020;B;15:00:00;1494
23/07/2020;A;15:00:00;12090
23/07/2020;B;15:00:00;1642
24/07/2020;A;15:00:00;7943
24/07/2020;B;15:00:00;896
25/07/2020;A;15:00:00;6292
25/07/2020;B;15:00:00;726
26/07/2020;A;15:00:00;2286
26/07/2020;B;15:00:00;285
27/07/2020;A;15:00:00;12472
27/07/2020;B;15:00:00;1669
28/07/2020;A;15:00:00;12052
28/07/2020;B;15:00:00;1595
29/07/2020;A;15:00:00;12218
29/07/2020;B;15:00:00;1613
30/07/2020;A;15:00:00;12302
30/07/2020;B;15:00:00;1710
31/07/2020;A;15:00:00;7979
31/07/2020;B;15:00:00;940
1/08/2020;A;15:00:00;6340
1/08/2020;B;15:00:00;760
2/08/2020;A;15:00:00;2151
2/08/2020;B;15:00:00;293
3/08/2020;A;15:00:00;12507
3/08/2020;B;15:00:00;1525
4/08/2020;A;15:00:00;12285
4/08/2020;B;15:00:00;1490
5/08/2020;A;15:00:00;12777
5/08/2020;B;15:00:00;1599
6/08/2020;A;15:00:00;13322
6/08/2020;B;15:00:00;1767
7/08/2020;A;15:00:00;4309
7/08/2020;B;15:00:00;597
9/08/2020;A;15:00:00;2351
9/08/2020;B;15:00:00;338
10/08/2020;A;15:00:00;12840
10/08/2020;B;15:00:00;1678
11/08/2020;A;15:00:00;12712
11/08/2020;B;15:00:00;1678
12/08/2020;A;15:00:00;12533
12/08/2020;B;15:00:00;1562
13/08/2020;A;15:00:00;12815
13/08/2020;B;15:00:00;1597
14/08/2020;A;15:00:00;13908
14/08/2020;B;15:00:00;1645
15/08/2020;A;15:00:00;8473
15/08/2020;B;15:00:00;976
16/08/2020;A;15:00:00;2703
16/08/2020;B;15:00:00;379
17/08/2020;A;15:00:00;3539
17/08/2020;B;15:00:00;496
18/08/2020;A;15:00:00;13679
18/08/2020;B;15:00:00;1707
19/08/2020;A;15:00:00;13379
19/08/2020;B;15:00:00;1661
20/08/2020;A;15:00:00;26608
20/08/2020;B;15:00:00;3398
21/08/2020;A;15:00:00;14411
21/08/2020;B;15:00:00;1715
22/08/2020;A;15:00:00;13636
22/08/2020;B;15:00:00;1677
23/08/2020;A;15:00:00;4340
23/08/2020;B;15:00:00;544
24/08/2020;A;15:00:00;14130
24/08/2020;B;15:00:00;1724
25/08/2020;A;15:00:00;13208
25/08/2020;B;15:00:00;1658
26/08/2020;A;15:00:00;13588
26/08/2020;B;15:00:00;1601
27/08/2020;A;15:00:00;13696
27/08/2020;B;15:00:00;1624
28/08/2020;A;15:00:00;15164
28/08/2020;B;15:00:00;1717
29/08/2020;A;15:00:00;14035
29/08/2020;B;15:00:00;1769
30/08/2020;A;15:00:00;5432
30/08/2020;B;15:00:00;722
31/08/2020;A;15:00:00;16250
31/08/2020;B;15:00:00;1998
1/09/2020;A;15:00:00;16788
1/09/2020;B;15:00:00;2063
2/09/2020;A;15:00:00;17162
2/09/2020;B;15:00:00;2128
3/09/2020;A;15:00:00;17668
3/09/2020;B;15:00:00;2278
4/09/2020;A;15:00:00;18983
4/09/2020;B;15:00:00;2278
5/09/2020;A;15:00:00;18869
5/09/2020;B;15:00:00;2489
6/09/2020;A;15:00:00;8318
6/09/2020;B;15:00:00;1272
7/09/2020;A;15:00:00;18159
7/09/2020;B;15:00:00;2362
8/09/2020;A;15:00:00;17810
8/09/2020;B;15:00:00;2276
9/09/2020;A;15:00:00;18555
9/09/2020;B;15:00:00;2457
10/09/2020;A;15:00:00;18343
10/09/2020;B;15:00:00;2400
11/09/2020;A;15:00:00;21436
11/09/2020;B;15:00:00;2648
12/09/2020;A;15:00:00;19583
12/09/2020;B;15:00:00;2686
13/09/2020;A;15:00:00;9386
13/09/2020;B;15:00:00;1268
14/09/2020;A;15:00:00;18555
14/09/2020;B;15:00:00;2385
15/09/2020;A;15:00:00;18717
15/09/2020;B;15:00:00;2347
16/09/2020;A;15:00:00;19168
16/09/2020;B;15:00:00;2419
17/09/2020;A;15:00:00;19616
17/09/2020;B;15:00:00;2440
18/09/2020;A;15:00:00;21257
18/09/2020;B;15:00:00;2692
19/09/2020;A;15:00:00;22498
19/09/2020;B;15:00:00;2933
20/09/2020;A;15:00:00;9137
20/09/2020;B;15:00:00;1268
21/09/2020;A;15:00:00;20905
21/09/2020;B;15:00:00;2648
22/09/2020;A;15:00:00;19418
22/09/2020;B;15:00:00;2562
23/09/2020;A;15:00:00;19747
23/09/2020;B;15:00:00;2581
24/09/2020;A;15:00:00;19764
24/09/2020;B;15:00:00;2541
25/09/2020;A;15:00:00;21626
25/09/2020;B;15:00:00;2783
26/09/2020;A;15:00:00;22244
26/09/2020;B;15:00:00;3005
27/09/2020;A;15:00:00;10544
27/09/2020;B;15:00:00;1468
28/09/2020;A;15:00:00;19710
28/09/2020;B;15:00:00;2562
29/09/2020;A;15:00:00;19516
29/09/2020;B;15:00:00;2464
30/09/2020;A;15:00:00;20099
30/09/2020;B;15:00:00;2521
1/10/2020;A;15:00:00;20734
1/10/2020;B;15:00:00;2717
2/10/2020;A;15:00:00;21503
2/10/2020;B;15:00:00;2112
3/10/2020;A;15:00:00;23893
3/10/2020;B;15:00:00;3141
4/10/2020;A;15:00:00;11728
4/10/2020;B;15:00:00;1762
5/10/2020;A;15:00:00;21171
5/10/2020;B;15:00:00;2708
6/10/2020;A;15:00:00;20921
6/10/2020;B;15:00:00;2696
7/10/2020;A;15:00:00;20761
7/10/2020;B;15:00:00;2768
8/10/2020;A;15:00:00;21063
8/10/2020;B;15:00:00;2700
9/10/2020;A;15:00:00;23279
9/10/2020;B;15:00:00;2914
10/10/2020;A;15:00:00;23126
10/10/2020;B;15:00:00;3172
11/10/2020;A;15:00:00;11569
11/10/2020;B;15:00:00;1867
12/10/2020;A;15:00:00;11126
12/10/2020;B;15:00:00;1699
13/10/2020;A;15:00:00;21321
13/10/2020;B;15:00:00;2630
14/10/2020;A;15:00:00;20667
14/10/2020;B;15:00:00;2850
15/10/2020;A;15:00:00;20914
15/10/2020;B;15:00:00;2709
16/10/2020;A;15:00:00;23663
16/10/2020;B;15:00:00;2985
17/10/2020;A;15:00:00;24623
17/10/2020;B;15:00:00;3289
18/10/2020;A;15:00:00;10891
18/10/2020;B;15:00:00;988
19/10/2020;A;15:00:00;21499
19/10/2020;B;15:00:00;2826
20/10/2020;A;15:00:00;21208
20/10/2020;B;15:00:00;2710
21/10/2020;A;15:00:00;22736
21/10/2020;B;15:00:00;2874
22/10/2020;A;15:00:00;21176
22/10/2020;B;15:00:00;2878
23/10/2020;A;15:00:00;23166
23/10/2020;B;15:00:00;2824
24/10/2020;A;15:00:00;24954
24/10/2020;B;15:00:00;3084
25/10/2020;A;15:00:00;11055
25/10/2020;B;15:00:00;1458
26/10/2020;A;15:00:00;21098
26/10/2020;B;15:00:00;2813
27/10/2020;A;15:00:00;21524
27/10/2020;B;15:00:00;2831
28/10/2020;A;15:00:00;21219
28/10/2020;B;15:00:00;2616
29/10/2020;A;15:00:00;21305
29/10/2020;B;15:00:00;2955
30/10/2020;A;15:00:00;23835
30/10/2020;B;15:00:00;2998
31/10/2020;A;15:00:00;23280
31/10/2020;B;15:00:00;3131
1/11/2020;A;15:00:00;10386
1/11/2020;B;15:00:00;1477
2/11/2020;A;15:00:00;10191
2/11/2020;B;15:00:00;1469
3/11/2020;A;15:00:00;22757
3/11/2020;B;15:00:00;2945
4/11/2020;A;15:00:00;21433
4/11/2020;B;15:00:00;2927
5/11/2020;A;15:00:00;21324
5/11/2020;B;15:00:00;3041
6/11/2020;A;15:00:00;23660
6/11/2020;B;15:00:00;3215
7/11/2020;A;15:00:00;25388
7/11/2020;B;15:00:00;3512
8/11/2020;A;15:00:00;12493
8/11/2020;B;15:00:00;1847
9/11/2020;A;15:00:00;22163
9/11/2020;B;15:00:00;2950
10/11/2020;A;15:00:00;21847
10/11/2020;B;15:00:00;2853
11/11/2020;A;15:00:00;21926
11/11/2020;B;15:00:00;2701
13/11/2020;A;15:00:00;27622
13/11/2020;B;15:00:00;3322
14/11/2020;A;15:00:00;27392
14/11/2020;B;15:00:00;3682
15/11/2020;A;15:00:00;14516
15/11/2020;B;15:00:00;1910
16/11/2020;A;15:00:00;13529
16/11/2020;B;15:00:00;1961
17/11/2020;A;15:00:00;22658
17/11/2020;B;15:00:00;2257
18/11/2020;A;15:00:00;22472
18/11/2020;B;15:00:00;2974
19/11/2020;A;15:00:00;23282
19/11/2020;B;15:00:00;2986
20/11/2020;A;15:00:00;26047
20/11/2020;B;15:00:00;3176
21/11/2020;A;15:00:00;30486
21/11/2020;B;15:00:00;4033
22/11/2020;A;15:00:00;14069
22/11/2020;B;15:00:00;2060
23/11/2020;A;15:00:00;23265
23/11/2020;B;15:00:00;3016
24/11/2020;A;15:00:00;22547
24/11/2020;B;15:00:00;3105
25/11/2020;A;15:00:00;24240
25/11/2020;B;15:00:00;3058
26/11/2020;A;15:00:00;23314
26/11/2020;B;15:00:00;2993
27/11/2020;A;15:00:00;26203
27/11/2020;B;15:00:00;3546
28/11/2020;A;15:00:00;26780
28/11/2020;B;15:00:00;3386
29/11/2020;A;15:00:00;16178
29/11/2020;B;15:00:00;2189
30/11/2020;A;15:00:00;25198
30/11/2020;B;15:00:00;3207
1/12/2020;A;15:00:00;24825
1/12/2020;B;15:00:00;3298
2/12/2020;A;15:00:00;25026
2/12/2020;B;15:00:00;3141
3/12/2020;A;15:00:00;25706
3/12/2020;B;15:00:00;3258
4/12/2020;A;15:00:00;28099
4/12/2020;B;15:00:00;3670
5/12/2020;A;15:00:00;31952
5/12/2020;B;15:00:00;4249
6/12/2020;A;15:00:00;16634
6/12/2020;B;15:00:00;2298
7/12/2020;A;15:00:00;27525
7/12/2020;B;15:00:00;3544
8/12/2020;A;15:00:00;15219
8/12/2020;B;15:00:00;2194
9/12/2020;A;15:00:00;26043
9/12/2020;B;15:00:00;3338
10/12/2020;A;15:00:00;25603
10/12/2020;B;15:00:00;3345
11/12/2020;A;15:00:00;27821
11/12/2020;B;15:00:00;3557
12/12/2020;A;15:00:00;32086
12/12/2020;B;15:00:00;4034
13/12/2020;A;15:00:00;16078
13/12/2020;B;15:00:00;2243
